Profs_Sim_10_point_V1.3.data

740 atoms
1 atom types
1 bond types
1 angle types
1 dihedral types
0.0 100 xlo xhi
0.0 100 ylo yhi
0.0 100 zlo zhi

Atoms

1 1 1 50 50 65 
2 1 1 51 50 64 
3 1 1 58 50 62 
4 1 1 63 50 55 
5 1 1 64 50 52 
6 1 1 64 50 51 
7 1 1 60 50 39 
8 1 1 58 50 38 
9 1 1 52 50 36 
10 1 1 37 50 43 
11 1 1 36 50 52 
12 1 1 36 50 54 
13 1 1 38 50 58 
14 1 1 44 50 63 
15 1 1 48 50 64 
16 1 1 52 50 64 
17 1 1 54 50 64 
18 1 1 64 51 52 
19 1 1 62 51 42 
20 1 1 50 50 36 
21 1 1 47 50 36 
22 1 1 45 50 36 
23 1 1 41 50 39 
24 1 1 36 49 50 
25 1 1 36 49 52 
26 1 1 37 49 57 
27 1 1 41 50 61 
28 1 1 59 51 61 
29 1 1 63 52 56 
30 1 1 63 52 55 
31 1 1 64 52 52 
32 1 1 64 52 50 
33 1 1 64 52 49 
34 1 1 63 52 46 
35 1 1 62 52 43 
36 1 1 61 52 42 
37 1 1 48 50 36 
38 1 1 39 48 41 
39 1 1 36 48 47 
40 1 1 36 48 54 
41 1 1 38 48 57 
42 1 1 58 52 62 
43 1 1 61 53 59 
44 1 1 63 54 55 
45 1 1 64 54 50 
46 1 1 63 54 47 
47 1 1 44 49 37 
48 1 1 37 46 44 
49 1 1 37 46 55 
50 1 1 38 47 57 
51 1 1 39 47 58 
52 1 1 41 48 61 
53 1 1 43 48 62 
54 1 1 46 49 64 
55 1 1 54 51 64 
56 1 1 58 53 61 
57 1 1 60 54 59 
58 1 1 62 55 56 
59 1 1 62 55 55 
60 1 1 63 55 52 
61 1 1 61 55 43 
62 1 1 60 54 41 
63 1 1 57 53 38 
64 1 1 53 51 36 
65 1 1 46 48 36 
66 1 1 37 45 51 
67 1 1 40 46 59 
68 1 1 43 47 62 
69 1 1 45 48 63 
70 1 1 48 49 64 
71 1 1 55 52 63 
72 1 1 61 56 58 
73 1 1 62 57 52 
74 1 1 62 57 47 
75 1 1 61 56 44 
76 1 1 59 55 41 
77 1 1 57 54 38 
78 1 1 45 47 37 
79 1 1 39 44 57 
80 1 1 47 48 64 
81 1 1 54 53 63 
82 1 1 55 54 63 
83 1 1 58 56 60 
84 1 1 60 57 58 
85 1 1 61 58 54 
86 1 1 62 58 52 
87 1 1 62 58 51 
88 1 1 62 58 49 
89 1 1 59 56 41 
90 1 1 57 55 38 
91 1 1 54 52 36 
92 1 1 51 51 36 
93 1 1 44 46 38 
94 1 1 40 44 42 
95 1 1 40 43 43 
96 1 1 39 42 46 
97 1 1 38 42 52 
98 1 1 40 43 57 
99 1 1 41 44 59 
100 1 1 42 45 60 
101 1 1 52 51 64 
102 1 1 58 57 59 
103 1 1 60 58 56 
104 1 1 60 59 55 
105 1 1 59 57 42 
106 1 1 55 54 38 
107 1 1 53 53 36 
108 1 1 48 48 36 
109 1 1 45 46 37 
110 1 1 40 41 46 
111 1 1 39 41 47 
112 1 1 42 43 59 
113 1 1 53 53 64 
114 1 1 56 56 61 
115 1 1 57 57 60 
116 1 1 58 58 59 
117 1 1 58 59 58 
118 1 1 60 60 47 
119 1 1 58 58 42 
120 1 1 49 49 36 
121 1 1 46 46 37 
122 1 1 40 40 47 
123 1 1 40 40 50 
124 1 1 44 44 61 
125 1 1 45 45 62 
126 1 1 50 50 64 
127 1 1 54 55 63 
128 1 1 59 61 50 
129 1 1 59 61 49 
130 1 1 56 58 41 
131 1 1 44 42 40 
132 1 1 42 39 46 
133 1 1 43 41 58 
134 1 1 45 43 61 
135 1 1 52 53 64 
136 1 1 55 58 61 
137 1 1 55 59 60 
138 1 1 58 62 50 
139 1 1 57 61 46 
140 1 1 56 60 43 
141 1 1 44 40 42 
142 1 1 43 39 43 
143 1 1 42 38 51 
144 1 1 43 39 55 
