RBC_V2.atomic.data

8346 atoms

7 atom types

-35 35 xlo xhi
-35 35 ylo yhi
-35 35 zlo zhi


Atoms

242 1   -2.167    8.276   23.502 
243 1   -3.093    7.968   23.501 
244 1   -3.990    7.567   23.501 
245 1   -4.826    7.060   23.495 
246 1   -5.597    6.468   23.494 
247 1   -6.296    5.783   23.496 
248 1   -6.916    5.031   23.497 
249 2   -7.444    4.214   23.497 
250 1   -7.869    3.337   23.497 
251 1   -8.198    2.417   23.499 
252 1   -8.416    1.463   23.501 
253 1   -8.529    0.491   23.495 
254 1   -8.529   -0.488   23.495 
255 1   -8.418   -1.457   23.492 
256 1   -8.200   -2.402   23.498 
257 1   -7.873   -3.324   23.499 
258 2   -7.443   -4.200   23.495 
259 1   -6.915   -5.021   23.497 
260 1   -6.290   -5.777   23.502 
261 1   -5.589   -6.453   23.496 
262 1   -4.825   -7.050   23.498 
263 1   -3.981   -7.556   23.500 
264 1   -3.100   -7.964   23.498 
265 1   -2.171   -8.267   23.493 
266 1   -1.211   -8.459   23.499 
267 2   -0.242   -8.539   23.500 
268 1    0.739   -8.512   23.496 
269 1    1.707   -8.378   23.500 
270 1    2.649   -8.122   23.500 
271 1    3.554   -7.777   23.497 
272 1    4.417   -7.322   23.498 
273 1    5.222   -6.767   23.501 
274 1    5.966   -6.126   23.497 
275 1    6.624   -5.408   23.501 
276 2    7.199   -4.616   23.497 
277 1    7.680   -3.766   23.499 
278 1    8.057   -2.868   23.494 
279 1    8.335   -1.934   23.499 
280 1    8.504   -0.965   23.501 
281 2    9.465    0.003   23.150 
282 1    9.412    0.973   23.144 
283 1    9.260    1.940   23.143 
284 1    9.014    2.877   23.145 
285 1    8.671    3.788   23.148 
286 1    8.231    4.664   23.151 
287 1    7.708    5.480   23.148 
288 1    7.109    6.250   23.148 
289 1    6.432    6.947   23.147 
290 1    5.683    7.564   23.145 
291 2    4.875    8.112   23.152 
292 1    4.013    8.571   23.148 
293 1    3.109    8.938   23.151 
294 1    2.177    9.209   23.150 
295 1    1.223    9.384   23.143 
296 1    0.246    9.462   23.152 
297 1   -0.723    9.435   23.145 
298 1   -1.688    9.306   23.153 
299 1   -2.639    9.082   23.152 
300 1   -3.562    8.759   23.153 
301 2   -4.440    8.346   23.150 
302 1   -5.270    7.848   23.148 
303 1   -6.047    7.265   23.152 
304 1   -6.767    6.602   23.152 
305 1   -7.404    5.869   23.153 
306 1   -7.974    5.084   23.149 
307 1   -8.452    4.231   23.144 
308 1   -8.841    3.345   23.150 
309 1   -9.137    2.416   23.146 
310 1   -9.340    1.456   23.151 
311 2   -9.435    0.496   23.144 
312 1   -9.435   -0.480   23.149 
313 1   -9.338   -1.449   23.150 
314 1   -9.138   -2.404   23.149 
315 1   -8.845   -3.328   23.149 
316 1   -8.452   -4.226   23.145 
317 1   -7.970   -5.074   23.145 
318 1   -7.409   -5.858   23.147 
319 1   -6.763   -6.598   23.146 
320 1   -6.056   -7.259   23.147 
321 1   -5.274   -7.841   23.150 
322 2   -4.440   -8.339   23.147 
323 1   -3.556   -8.753   23.143 
324 1   -2.633   -9.073   23.149 
325 1   -1.694   -9.298   23.152 
326 1   -0.726   -9.424   23.148 
327 1    0.253   -9.443   23.146 
328 1    1.223   -9.373   23.147 
329 1    2.181   -9.200   23.152 
330 1    3.109   -8.923   23.152 
331 1    4.009   -8.558   23.152 
332 2    4.875   -8.104   23.146 
333 1    5.675   -7.559   23.149 
334 1    6.429   -6.932   23.145 
335 1    7.110   -6.240   23.150 
336 1    7.713   -5.478   23.148 
337 1    8.236   -4.650   23.148 
338 1    8.670   -3.778   23.145 
339 1    9.014   -2.872   23.148 
340 1    9.264   -1.928   23.150 
341 1    9.413   -0.965   23.145 
342 1   10.352    0.003   22.760 
343 1   10.302    0.972   22.761 
344 1   10.173    1.932   22.761 
345 1    9.948    2.874   22.766 
346 1    9.626    3.800   22.764 
347 1    9.230    4.682   22.764 
348 1    8.759    5.520   22.767 
349 1    8.196    6.320   22.763 
350 1    7.577    7.058   22.761 
351 1    6.876    7.740   22.767 
352 1    6.123    8.345   22.759 
353 1    5.321    8.886   22.760 
354 1    4.463    9.341   22.767 
355 1    3.564    9.721   22.765 
356 1    2.646   10.006   22.760 
357 1    1.696   10.209   22.768 
358 1    0.733   10.327   22.767 
359 1   -0.235   10.343   22.768 
360 1   -1.205   10.284   22.764 
361 1   -2.158   10.118   22.763 
362 1   -3.101    9.873   22.768 
363 1   -4.010    9.538   22.761 
364 1   -4.882    9.125   22.762 
365 1   -5.719    8.619   22.763 
366 1   -6.497    8.052   22.768 
367 1   -7.220    7.401   22.767 
368 1   -7.881    6.697   22.763 
369 1   -8.482    5.929   22.765 
370 1   -8.995    5.110   22.767 
371 1   -9.434    4.243   22.768 
372 1   -9.792    3.341   22.761 
373 1  -10.058    2.405   22.761 
374 1  -10.242    1.458   22.760 
375 1  -10.325    0.493   22.765 
376 1  -10.331   -0.484   22.764 
377 1  -10.241   -1.449   22.765 
378 1  -10.052   -2.399   22.762 
379 1   -9.788   -3.335   22.761 
380 1   -9.435   -4.229   22.763 
381 1   -8.997   -5.098   22.766 
382 1   -8.474   -5.913   22.761 
383 1   -7.887   -6.685   22.762 
384 1   -7.223   -7.392   22.759 
385 1   -6.504   -8.040   22.761 
386 1   -5.717   -8.609   22.768 
387 1   -4.890   -9.114   22.768 
388 1   -4.006   -9.534   22.763 
389 1   -3.104   -9.861   22.761 
390 1   -2.157  -10.115   22.767 
391 1   -1.204  -10.266   22.760 
392 1   -0.234  -10.336   22.761 
393 1    0.730  -10.312   22.765 
394 1    1.698  -10.200   22.761 
395 1    2.648   -9.994   22.763 
396 1    3.573   -9.706   22.759 
397 1    4.467   -9.332   22.767 
398 1    5.316   -8.873   22.764 
399 1    6.123   -8.333   22.765 
400 1    6.881   -7.730   22.761 
401 1    7.570   -7.052   22.762 
402 1    8.203   -6.306   22.766 
403 1    8.757   -5.511   22.763 
404 1    9.234   -4.668   22.762 
405 1    9.630   -3.782   22.767 
406 1    9.944   -2.863   22.760 
407 1   10.172   -1.924   22.768 
408 1   10.304   -0.967   22.768 
409 1   11.223    0.005   22.350 
410 1   11.181    0.969   22.350 
411 1   11.055    1.923   22.345 
412 1   10.849    2.867   22.349 
413 1   10.566    3.789   22.349 
414 1   10.202    4.689   22.343 
415 1    9.765    5.542   22.345 
416 1    9.247    6.361   22.346 
417 1    8.664    7.138   22.344 
418 1    8.019    7.856   22.347 
419 1    7.324    8.514   22.344 
420 1    6.558    9.106   22.349 
421 1    5.755    9.645   22.346 
422 1    4.906   10.094   22.343 
423 1    4.016   10.479   22.342 
424 1    3.101   10.787   22.348 
425 1    2.162   11.017   22.346 
426 1    1.214   11.157   22.350 
427 1    0.249   11.226   22.344 
428 1   -0.720   11.197   22.348 
429 1   -1.676   11.102   22.348 
430 1   -2.630   10.913   22.347 
431 1   -3.552   10.645   22.343 
432 1   -4.457   10.295   22.350 
433 1   -5.324    9.883   22.342 
434 1   -6.154    9.381   22.343 
435 1   -6.933    8.821   22.351 
436 1   -7.665    8.192   22.344 
437 1   -8.345    7.505   22.343 
438 1   -8.962    6.758   22.351 
439 1   -9.504    5.962   22.344 
440 1   -9.985    5.119   22.348 
441 1  -10.383    4.242   22.346 
442 1  -10.711    3.336   22.349 
443 1  -10.957    2.401   22.344 
444 1  -11.121    1.448   22.344 
445 1  -11.208    0.492   22.341 
446 1  -11.207   -0.481   22.344 
447 1  -11.117   -1.439   22.349 
448 1  -10.960   -2.386   22.349 
449 1  -10.709   -3.323   22.350 
450 1  -10.381   -4.233   22.344 
451 1   -9.977   -5.109   22.343 
452 1   -9.502   -5.950   22.350 
453 1   -8.954   -6.747   22.341 
454 1   -8.343   -7.490   22.341 
455 1   -7.664   -8.178   22.347 
456 1   -6.934   -8.811   22.348 
457 1   -6.154   -9.374   22.348 
458 1   -5.324   -9.873   22.348 
459 1   -4.452  -10.291   22.347 
460 1   -3.556  -10.634   22.345 
461 1   -2.626  -10.905   22.342 
462 1   -1.681  -11.087   22.349 
463 1   -0.720  -11.195   22.344 
464 1    0.248  -11.212   22.345 
465 1    1.210  -11.150   22.343 
466 1    2.163  -11.008   22.344 
467 1    3.098  -10.778   22.342 
468 1    4.018  -10.474   22.350 
469 1    4.899  -10.088   22.341 
470 1    5.755   -9.628   22.345 
471 1    6.563   -9.102   22.350 
472 1    7.321   -8.503   22.342 
473 1    8.023   -7.838   22.348 
474 1    8.669   -7.120   22.341 
475 1    9.251   -6.354   22.351 
476 1    9.764   -5.530   22.342 
477 1   10.203   -4.672   22.349 
478 1   10.563   -3.784   22.350 
479 1   10.851   -2.859   22.345 
480 1   11.055   -1.918   22.348 
481 1   11.183   -0.960   22.351 
482 1   12.085    0.005   21.889 
483 1   12.048    0.978   21.895 
484 1   11.924    1.943   21.899 
485 1   11.728    2.898   21.895 
486 1   11.462    3.834   21.898 
487 1   11.119    4.743   21.894 
488 1   10.698    5.620   21.892 
489 1   10.211    6.464   21.896 
490 1    9.661    7.265   21.896 
491 1    9.045    8.012   21.895 
492 1    8.369    8.719   21.892 
493 1    7.646    9.361   21.896 
494 1    6.871    9.946   21.895 
495 1    6.047   10.462   21.892 
496 1    5.179   10.914   21.894 
497 1    4.292   11.298   21.899 
498 1    3.370   11.608   21.898 
499 1    2.423   11.840   21.895 
500 1    1.464   11.994   21.893 
501 1    0.494   12.074   21.897 
502 1   -0.479   12.072   21.893 
503 1   -1.446   11.990   21.896 
504 1   -2.410   11.839   21.892 
505 1   -3.354   11.610   21.891 
506 1   -4.273   11.296   21.889 
507 1   -5.169   10.914   21.890 
508 1   -6.033   10.469   21.890 
509 1   -6.857    9.948   21.896 
510 1   -7.633    9.358   21.897 
511 1   -8.365    8.714   21.893 
512 1   -9.037    8.019   21.892 
513 1   -9.653    7.259   21.890 
514 1  -10.199    6.463   21.892 
515 1  -10.688    5.613   21.890 
516 1  -11.107    4.741   21.897 
517 1  -11.448    3.827   21.895 
518 1  -11.722    2.897   21.894 
519 1  -11.913    1.944   21.891 
520 1  -12.038    0.972   21.895 
521 1  -12.071    0.003   21.890 
522 1  -12.032   -0.971   21.893 
523 1  -11.914   -1.937   21.890 
524 1  -11.724   -2.882   21.889 
525 1  -11.448   -3.816   21.898 
526 1  -11.103   -4.726   21.896 
527 1  -10.686   -5.605   21.894 
528 1  -10.205   -6.451   21.892 
529 1   -9.655   -7.252   21.893 
530 1   -9.032   -8.007   21.893 
531 1   -8.362   -8.701   21.894 
532 1   -7.633   -9.355   21.898 
533 1   -6.856   -9.936   21.895 
534 1   -6.036  -10.454   21.897 
535 1   -5.172  -10.909   21.892 
536 1   -4.278  -11.287   21.895 
537 1   -3.358  -11.600   21.890 
538 1   -2.410  -11.829   21.894 
539 1   -1.453  -11.987   21.892 
540 1   -0.479  -12.059   21.890 
541 1    0.492  -12.066   21.895 
542 1    1.464  -11.980   21.891 
543 1    2.417  -11.826   21.890 
544 1    3.363  -11.592   21.896 
545 1    4.291  -11.292   21.893 
546 1    5.180  -10.909   21.896 
547 1    6.048  -10.458   21.890 
548 1    6.866   -9.931   21.894 
549 1    7.648   -9.354   21.891 
550 1    8.371   -8.705   21.893 
551 1    9.041   -8.002   21.892 
552 1    9.662   -7.253   21.890 
553 1   10.214   -6.448   21.890 
554 1   10.701   -5.607   21.889 
555 1   11.112   -4.732   21.890 
556 1   11.462   -3.823   21.890 
557 1   11.731   -2.882   21.895 
558 1   11.929   -1.931   21.895 
559 1   12.041   -0.967   21.896 
560 1   12.923    0.007   21.413 
561 1   12.890    0.972   21.413 
562 1   12.776    1.930   21.406 
563 1   12.602    2.879   21.411 
564 1   12.349    3.814   21.410 
565 1   12.032    4.727   21.414 
566 1   11.646    5.607   21.409 
567 1   11.191    6.467   21.405 
568 1   10.676    7.280   21.410 
569 1   10.106    8.058   21.405 
570 1    9.470    8.787   21.404 
571 1    8.792    9.471   21.412 
572 1    8.062   10.107   21.409 
573 1    7.278   10.679   21.411 
574 1    6.466   11.188   21.414 
575 1    5.612   11.645   21.408 
576 1    4.723   12.031   21.406 
577 1    3.817   12.351   21.410 
578 1    2.880   12.598   21.413 
579 1    1.931   12.782   21.406 
580 1    0.973   12.886   21.414 
581 1    0.006   12.923   21.412 
582 1   -0.958   12.887   21.405 
583 1   -1.916   12.779   21.408 
584 1   -2.869   12.602   21.413 
585 1   -3.805   12.352   21.411 
586 1   -4.713   12.031   21.407 
587 1   -5.603   11.644   21.405 
588 1   -6.455   11.191   21.412 
589 1   -7.273   10.678   21.408 
590 1   -8.046   10.100   21.408 
591 1   -8.784    9.470   21.407 
592 1   -9.464    8.792   21.412 
593 1  -10.090    8.059   21.406 
594 1  -10.670    7.278   21.414 
595 2  -11.187    6.465   21.406 
596 1  -11.633    5.611   21.406 
597 1  -12.018    4.723   21.404 
598 1  -12.341    3.812   21.411 
599 1  -12.592    2.878   21.405 
600 1  -12.767    1.927   21.408 
601 1  -12.877    0.973   21.406 
602 1  -12.914    0.001   21.412 
603 1  -12.873   -0.957   21.413 
604 1  -12.772   -1.925   21.409 
605 1  -12.584   -2.870   21.410 
606 1  -12.342   -3.805   21.413 
607 1  -12.016   -4.715   21.407 
608 1  -11.630   -5.596   21.408 
609 2  -11.185   -6.449   21.408 
610 1  -10.667   -7.272   21.409 
611 1  -10.097   -8.050   21.413 
612 1   -9.464   -8.781   21.409 
613 1   -8.779   -9.466   21.406 
614 1   -8.044  -10.092   21.407 
615 1   -7.276  -10.664   21.412 
616 1   -6.457  -11.186   21.406 
617 1   -5.599  -11.637   21.405 
618 1   -4.712  -12.019   21.408 
619 1   -3.804  -12.338   21.407 
620 1   -2.871  -12.586   21.411 
621 1   -1.920  -12.773   21.411 
622 1   -0.955  -12.878   21.412 
623 1    0.007  -12.909   21.413 
624 1    0.966  -12.872   21.412 
625 1    1.931  -12.769   21.414 
626 1    2.881  -12.585   21.406 
627 1    3.817  -12.343   21.404 
628 1    4.725  -12.017   21.405 
629 1    5.609  -11.631   21.411 
630 1    6.461  -11.186   21.406 
631 1    7.282  -10.668   21.406 
632 1    8.063  -10.095   21.406 
633 1    8.795   -9.467   21.405 
634 1    9.476   -8.782   21.413 
635 1   10.101   -8.044   21.407 
636 1   10.679   -7.275   21.409 
637 1   11.192   -6.457   21.410 
638 1   11.646   -5.596   21.405 
639 1   12.032   -4.710   21.407 
640 1   12.352   -3.800   21.409 
641 1   12.597   -2.873   21.414 
642 1   12.777   -1.917   21.407 
643 1   12.890   -0.964   21.410 
644 2   13.747    0.007   20.890 
645 1   13.711    0.975   20.896 
646 1   13.610    1.943   20.895 
647 1   13.437    2.889   20.897 
648 1   13.202    3.836   20.891 
649 2   12.896    4.757   20.888 
650 1   12.529    5.650   20.890 
651 1   12.104    6.524   20.894 
652 1   11.614    7.353   20.891 
653 1   11.063    8.162   20.887 
654 2   10.454    8.920   20.894 
655 1    9.808    9.634   20.892 
656 1    9.099   10.300   20.897 
657 1    8.354   10.920   20.896 
658 1    7.558   11.477   20.895 
659 1    6.735   11.980   20.889 
660 2    5.872   12.423   20.895 
661 1    4.984   12.813   20.895 
662 1    4.067   13.127   20.895 
663 1    3.131   13.381   20.894 
664 1    2.180   13.568   20.897 
665 2    1.214   13.690   20.892 
666 1    0.252   13.738   20.896 
667 1   -0.726   13.725   20.893 
668 1   -1.692   13.636   20.892 
669 1   -2.644   13.482   20.892 
670 2   -3.590   13.263   20.897 
671 1   -4.518   12.978   20.889 
672 1   -5.419   12.624   20.889 
673 1   -6.293   12.215   20.896 
674 1   -7.146   11.739   20.894 
675 2   -7.952   11.200   20.893 
676 1   -8.722   10.617   20.892 
677 1   -9.450    9.968   20.893 
678 1  -10.130    9.277   20.892 
679 1  -10.760    8.544   20.895 
680 1  -11.334    7.766   20.892 
681 1  -11.850    6.945   20.889 
682 1  -12.308    6.087   20.888 
683 1  -12.707    5.202   20.888 
684 1  -13.049    4.297   20.889 
685 1  -13.318    3.368   20.895 
686 2  -13.519    2.415   20.891 
687 1  -13.651    1.454   20.889 
688 1  -13.729    0.488   20.891 
689 1  -13.722   -0.479   20.896 
690 1  -13.652   -1.447   20.891 
691 2  -13.516   -2.410   20.891 
692 1  -13.319   -3.355   20.890 
693 1  -13.043   -4.282   20.893 
694 1  -12.707   -5.197   20.895 
695 1  -12.314   -6.084   20.889 
696 1  -11.849   -6.936   20.895 
697 1  -11.337   -7.749   20.891 
698 1  -10.760   -8.536   20.896 
699 1  -10.128   -9.270   20.891 
700 1   -9.452   -9.967   20.891 
701 1   -8.721  -10.606   20.896 
702 2   -7.955  -11.195   20.894 
703 1   -7.139  -11.729   20.894 
704 1   -6.300  -12.203   20.892 
705 1   -5.417  -12.612   20.895 
706 1   -4.511  -12.965   20.891 
707 2   -3.585  -13.256   20.895 
708 1   -2.647  -13.479   20.894 
709 1   -1.690  -13.631   20.889 
710 1   -0.724  -13.712   20.888 
711 1    0.252  -13.733   20.893 
712 2    1.214  -13.682   20.894 
713 1    2.173  -13.560   20.888 
714 1    3.125  -13.372   20.892 
715 1    4.061  -13.116   20.896 
716 1    4.980  -12.796   20.888 
717 2    5.875  -12.416   20.889 
718 1    6.731  -11.969   20.890 
719 1    7.559  -11.472   20.889 
720 1    8.351  -10.911   20.895 
721 1    9.105  -10.287   20.896 
722 1    9.801   -9.623   20.890 
723 2   10.456   -8.911   20.892 
724 1   11.065   -8.151   20.895 
725 1   11.613   -7.351   20.890 
726 1   12.097   -6.507   20.896 
727 1   12.526   -5.639   20.890 
728 2   12.900   -4.748   20.889 
729 1   13.203   -3.819   20.892 
730 1   13.433   -2.885   20.890 
731 1   13.601   -1.929   20.889 
732 1   13.713   -0.966   20.894 
733 1   14.547    0.001   20.340 
734 1   14.509    0.977   20.348 
735 1   14.410    1.944   20.345 
736 1   14.252    2.899   20.345 
737 1   14.026    3.848   20.339 
738 1   13.737    4.776   20.344 
739 1   13.391    5.684   20.345 
740 1   12.977    6.561   20.346 
741 1   12.518    7.417   20.340 
742 1   11.988    8.233   20.345 
743 1   11.409    9.010   20.347 
744 1   10.788    9.751   20.339 
745 1   10.110   10.452   20.344 
746 1    9.390   11.106   20.340 
747 1    8.629   11.711   20.343 
748 1    7.829   12.254   20.348 
749 1    6.996   12.757   20.347 
750 1    6.129   13.188   20.342 
751 1    5.227   13.573   20.339 
752 1    4.309   13.892   20.339 
753 1    3.373   14.149   20.343 
754 1    2.425   14.344   20.343 
755 1    1.462   14.473   20.345 
756 1    0.494   14.530   20.342 
757 1   -0.482   14.533   20.346 
758 1   -1.452   14.470   20.344 
759 1   -2.411   14.341   20.344 
760 1   -3.366   14.149   20.342 
761 1   -4.303   13.887   20.346 
762 1   -5.219   13.575   20.344 
763 1   -6.113   13.192   20.341 
764 1   -6.980   12.756   20.346 
765 1   -7.814   12.261   20.339 
766 1   -8.622   11.705   20.347 
767 1   -9.381   11.102   20.347 
768 1  -10.102   10.453   20.345 
