RBC_V2.atomic.data

21702 atoms
3202 bonds

7 atom types
3 bond types

-35 35 xlo xhi
-35 35 ylo yhi
-35 35 zlo zhi


Atoms

328 1    1.215   -9.373   23.147 
329 1    2.176   -9.200   23.150 
330 1    3.113   -8.923   23.152 
331 1    4.009   -8.555   23.145 
332 2    4.873   -8.104   23.150 
333 1    5.680   -7.560   23.150 
334 1    6.425   -6.936   23.150 
335 1    7.109   -6.238   23.146 
336 1    7.712   -5.470   23.147 
337 1    8.231   -4.656   23.150 
338 1    8.673   -3.783   23.145 
339 1    9.010   -2.873   23.150 
340 1    9.258   -1.932   23.146 
341 1    9.409   -0.962   23.144 
342 1   10.355    0.002   22.766 
343 1   10.301    0.971   22.767 
344 1   10.171    1.935   22.769 
345 1    9.945    2.874   22.768 
346 1    9.627    3.795   22.761 
347 1    9.232    4.677   22.767 
348 1    8.760    5.524   22.768 
349 1    8.196    6.321   22.766 
350 1    7.578    7.055   22.768 
351 1    6.875    7.731   22.768 
352 1    6.121    8.344   22.768 
353 1    5.320    8.882   22.762 
354 1    4.465    9.343   22.764 
355 1    3.569    9.718   22.760 
356 1    2.648   10.012   22.762 
357 1    1.696   10.208   22.763 
358 1    0.727   10.322   22.763 
359 1   -0.233   10.343   22.767 
360 1   -1.201   10.282   22.761 
361 1   -2.162   10.125   22.761 
362 1   -3.100    9.871   22.762 
363 1   -4.007    9.544   22.768 
364 1   -4.880    9.120   22.765 
365 1   -5.721    8.628   22.767 
366 1   -6.500    8.047   22.766 
367 1   -7.219    7.407   22.769 
368 1   -7.889    6.695   22.766 
369 1   -8.478    5.929   22.766 
370 1   -8.991    5.109   22.766 
371 1   -9.432    4.239   22.767 
372 1   -9.785    3.340   22.769 
373 1  -10.055    2.404   22.769 
374 1  -10.238    1.460   22.765 
375 1  -10.333    0.487   22.769 
376 1  -10.332   -0.481   22.759 
377 1  -10.234   -1.445   22.761 
378 1  -10.062   -2.398   22.767 
379 1   -9.784   -3.333   22.766 
380 1   -9.435   -4.236   22.760 
381 1   -8.992   -5.095   22.767 
382 1   -8.473   -5.918   22.769 
383 1   -7.890   -6.682   22.764 
384 1   -7.224   -7.392   22.767 
385 1   -6.501   -8.042   22.764 
386 1   -5.719   -8.611   22.763 
387 1   -4.883   -9.115   22.765 
388 1   -4.015   -9.526   22.768 
389 1   -3.098   -9.864   22.762 
390 1   -2.160  -10.114   22.766 
391 1   -1.207  -10.273   22.761 
392 1   -0.238  -10.336   22.769 
393 1    0.737  -10.315   22.765 
394 1    1.693  -10.198   22.767 
395 1    2.641   -9.997   22.759 
396 1    3.566   -9.708   22.765 
397 1    4.467   -9.327   22.762 
398 1    5.322   -8.873   22.764 
399 1    6.121   -8.332   22.762 
400 1    6.882   -7.726   22.765 
401 1    7.570   -7.046   22.767 
402 1    8.203   -6.310   22.761 
403 1    8.758   -5.514   22.761 
404 1    9.232   -4.668   22.760 
405 1    9.635   -3.789   22.768 
406 1    9.947   -2.868   22.769 
407 1   10.174   -1.922   22.766 
408 1   10.300   -0.964   22.761 
409 1   11.223    0.004   22.346 
410 1   11.184    0.966   22.351 
411 1   11.061    1.922   22.344 
412 1   10.855    2.868   22.351 
413 1   10.571    3.796   22.343 
414 1   10.204    4.683   22.349 
415 1    9.764    5.543   22.341 
416 1    9.247    6.364   22.346 
417 1    8.671    7.133   22.342 
418 1    8.027    7.854   22.344 
419 1    7.315    8.517   22.341 
420 1    6.560    9.111   22.342 
421 1    5.753    9.641   22.343 
422 1    4.905   10.098   22.349 
423 1    4.021   10.483   22.342 
424 1    3.101   10.793   22.351 
425 1    2.165   11.011   22.343 
426 1    1.207   11.157   22.346 
427 1    0.244   11.224   22.344 
428 1   -0.715   11.197   22.342 
429 1   -1.680   11.100   22.347 
430 1   -2.630   10.910   22.345 
431 1   -3.554   10.647   22.348 
432 1   -4.456   10.303   22.347 
433 1   -5.319    9.883   22.342 
434 1   -6.150    9.384   22.350 
435 1   -6.940    8.815   22.343 
436 1   -7.669    8.188   22.345 
437 1   -8.344    7.501   22.348 
438 1   -8.954    6.751   22.344 
439 1   -9.500    5.964   22.342 
440 1   -9.981    5.125   22.349 
441 1  -10.381    4.244   22.343 
442 1  -10.707    3.338   22.345 
443 1  -10.952    2.396   22.347 
444 1  -11.123    1.448   22.342 
445 1  -11.208    0.484   22.344 
446 1  -11.209   -0.479   22.350 
447 1  -11.120   -1.440   22.347 
448 1  -10.958   -2.390   22.344 
449 1  -10.711   -3.322   22.344 
450 1  -10.380   -4.229   22.344 
451 1   -9.981   -5.110   22.344 
452 1   -9.505   -5.950   22.342 
453 1   -8.955   -6.742   22.344 
454 1   -8.346   -7.488   22.345 
455 1   -7.669   -8.177   22.346 
456 1   -6.941   -8.811   22.342 
457 1   -6.150   -9.370   22.344 
458 1   -5.329   -9.869   22.345 
459 1   -4.451  -10.287   22.344 
460 1   -3.557  -10.635   22.342 
461 1   -2.627  -10.903   22.343 
462 1   -1.681  -11.093   22.346 
463 1   -0.716  -11.193   22.345 
464 1    0.242  -11.207   22.346 
465 1    1.206  -11.154   22.344 
466 1    2.169  -11.008   22.348 
467 1    3.101  -10.783   22.347 
468 1    4.019  -10.468   22.346 
469 1    4.902  -10.089   22.350 
470 1    5.752   -9.627   22.349 
471 1    6.566   -9.096   22.349 
472 1    7.316   -8.500   22.351 
473 1    8.020   -7.840   22.341 
474 1    8.664   -7.120   22.342 
475 1    9.248   -6.357   22.347 
476 1    9.757   -5.532   22.346 
477 1   10.199   -4.675   22.344 
478 1   10.566   -3.780   22.341 
479 1   10.853   -2.864   22.345 
480 1   11.058   -1.913   22.346 
481 1   11.181   -0.957   22.343 
482 1   12.084    0.008   21.895 
483 1   12.039    0.973   21.896 
484 1   11.931    1.941   21.896 
485 1   11.727    2.895   21.893 
486 1   11.460    3.829   21.892 
487 1   11.117    4.743   21.898 
488 1   10.696    5.617   21.893 
489 1   10.208    6.460   21.896 
490 1    9.665    7.263   21.890 
491 1    9.046    8.018   21.891 
492 1    8.367    8.712   21.896 
493 1    7.644    9.359   21.898 
494 1    6.870    9.947   21.892 
495 1    6.041   10.468   21.892 
496 1    5.183   10.919   21.890 
497 1    4.287   11.299   21.893 
498 1    3.360   11.607   21.896 
499 1    2.418   11.837   21.890 
500 1    1.461   11.996   21.892 
501 1    0.493   12.075   21.897 
502 1   -0.483   12.070   21.893 
503 1   -1.454   11.993   21.896 
504 1   -2.411   11.840   21.895 
505 1   -3.358   11.610   21.894 
506 1   -4.279   11.298   21.892 
507 1   -5.176   10.915   21.898 
508 1   -6.037   10.464   21.899 
509 1   -6.856    9.948   21.893 
510 1   -7.638    9.364   21.892 
511 1   -8.365    8.713   21.897 
512 1   -9.030    8.017   21.890 
513 1   -9.649    7.258   21.895 
514 1  -10.206    6.460   21.891 
515 1  -10.689    5.615   21.892 
516 1  -11.108    4.741   21.898 
517 1  -11.452    3.832   21.894 
518 1  -11.719    2.891   21.896 
519 1  -11.911    1.944   21.892 
520 1  -12.033    0.973   21.889 
521 1  -12.074    0.009   21.894 
522 1  -12.036   -0.965   21.896 
523 1  -11.915   -1.937   21.893 
524 1  -11.718   -2.884   21.891 
525 1  -11.453   -3.815   21.897 
526 1  -11.105   -4.730   21.890 
527 1  -10.687   -5.608   21.891 
528 1  -10.203   -6.449   21.891 
529 1   -9.649   -7.248   21.893 
530 1   -9.039   -8.007   21.891 
531 1   -8.365   -8.703   21.892 
532 1   -7.633   -9.350   21.894 
533 1   -6.857   -9.938   21.897 
534 1   -6.034  -10.457   21.899 
535 1   -5.169  -10.907   21.895 
536 1   -4.282  -11.286   21.894 
537 1   -3.350  -11.600   21.891 
538 1   -2.409  -11.827   21.892 
539 1   -1.447  -11.985   21.890 
540 1   -0.486  -12.065   21.895 
541 1    0.488  -12.060   21.894 
542 1    1.456  -11.990   21.894 
543 1    2.424  -11.833   21.893 
544 1    3.365  -11.595   21.897 
545 1    4.292  -11.292   21.898 
546 1    5.180  -10.910   21.896 
547 1    6.040  -10.456   21.892 
548 1    6.869   -9.932   21.891 
549 1    7.643   -9.351   21.893 
550 1    8.369   -8.708   21.895 
551 1    9.049   -8.001   21.894 
552 1    9.665   -7.250   21.893 
553 1   10.215   -6.448   21.898 
554 1   10.702   -5.609   21.890 
555 1   11.112   -4.731   21.891 
556 1   11.462   -3.818   21.893 
557 1   11.733   -2.883   21.889 
558 1   11.924   -1.936   21.893 
559 1   12.040   -0.967   21.896 
560 1   12.919    0.004   21.412 
561 1   12.883    0.969   21.412 
562 1   12.779    1.935   21.412 
563 1   12.597    2.878   21.405 
564 1   12.351    3.816   21.405 
565 1   12.029    4.720   21.405 
566 1   11.642    5.614   21.407 
567 1   11.193    6.465   21.406 
568 1   10.677    7.281   21.413 
569 1   10.107    8.059   21.407 
570 1    9.477    8.793   21.409 
571 1    8.791    9.472   21.409 
572 1    8.059   10.109   21.413 
573 1    7.282   10.680   21.413 
574 1    6.468   11.195   21.413 
575 1    5.610   11.648   21.407 
576 1    4.728   12.027   21.410 
577 1    3.808   12.351   21.414 
578 1    2.877   12.598   21.406 
579 1    1.927   12.782   21.410 
580 1    0.967   12.891   21.411 
581 1    0.001   12.923   21.411 
582 1   -0.962   12.886   21.407 
583 1   -1.924   12.777   21.414 
584 1   -2.874   12.599   21.412 
585 1   -3.806   12.349   21.409 
586 1   -4.718   12.026   21.410 
587 1   -5.604   11.639   21.412 
588 1   -6.458   11.192   21.408 
589 1   -7.274   10.679   21.408 
590 1   -8.046   10.102   21.411 
591 1   -8.784    9.471   21.405 
592 1   -9.463    8.796   21.405 
593 1  -10.092    8.057   21.409 
594 1  -10.664    7.277   21.412 
595 2  -11.182    6.461   21.411 
596 1  -11.630    5.614   21.414 
597 1  -12.020    4.719   21.409 
598 1  -12.338    3.816   21.408 
599 1  -12.584    2.882   21.411 
600 1  -12.767    1.928   21.413 
601 1  -12.877    0.975   21.413 
602 1  -12.912    0.005   21.409 
603 1  -12.872   -0.958   21.409 
604 1  -12.765   -1.918   21.408 
605 1  -12.592   -2.872   21.408 
606 1  -12.337   -3.803   21.406 
607 1  -12.018   -4.712   21.409 
608 1  -11.633   -5.603   21.408 
609 2  -11.181   -6.456   21.405 
610 1  -10.671   -7.273   21.406 
611 1  -10.091   -8.047   21.409 
612 1   -9.469   -8.783   21.408 
613 1   -8.778   -9.465   21.406 
614 1   -8.050  -10.094   21.410 
615 1   -7.268  -10.668   21.413 
616 1   -6.454  -11.184   21.408 
617 1   -5.595  -11.629   21.414 
618 1   -4.718  -12.017   21.412 
619 1   -3.807  -12.338   21.409 
620 1   -2.873  -12.591   21.409 
621 1   -1.922  -12.770   21.413 
622 1   -0.961  -12.879   21.412 
623 1    0.006  -12.913   21.414 
624 1    0.971  -12.881   21.406 
625 1    1.927  -12.773   21.408 
626 1    2.878  -12.587   21.414 
627 1    3.809  -12.342   21.406 
628 1    4.723  -12.020   21.409 
629 1    5.610  -11.635   21.405 
630 1    6.465  -11.180   21.413 
631 1    7.278  -10.667   21.408 
632 1    8.058  -10.096   21.413 
633 1    8.794   -9.469   21.411 
634 1    9.479   -8.783   21.412 
635 1   10.103   -8.050   21.414 
636 1   10.680   -7.272   21.407 
637 1   11.194   -6.454   21.411 
638 1   11.644   -5.601   21.412 
639 1   12.033   -4.718   21.410 
640 1   12.348   -3.804   21.407 
641 1   12.598   -2.873   21.405 
642 1   12.775   -1.917   21.413 
643 1   12.887   -0.955   21.408 
644 2   13.739    0.006   20.894 
645 1   13.705    0.971   20.890 
646 1   13.602    1.939   20.896 
647 1   13.434    2.891   20.888 
648 1   13.199    3.832   20.893 
649 2   12.892    4.759   20.889 
650 1   12.533    5.647   20.890 
651 1   12.104    6.522   20.891 
652 1   11.606    7.357   20.894 
653 1   11.067    8.160   20.889 
654 2   10.455    8.920   20.897 
655 1    9.808    9.635   20.894 
656 1    9.097   10.300   20.896 
657 1    8.347   10.914   20.891 
658 1    7.557   11.478   20.888 
659 1    6.737   11.982   20.895 
660 2    5.867   12.424   20.893 
661 1    4.977   12.813   20.895 
662 1    4.065   13.125   20.894 
663 1    3.133   13.382   20.891 
664 1    2.174   13.565   20.889 
665 2    1.219   13.687   20.892 
666 1    0.248   13.739   20.895 
667 1   -0.722   13.721   20.887 
668 1   -1.684   13.641   20.892 
669 1   -2.642   13.489   20.896 
670 2   -3.593   13.267   20.893 
671 1   -4.517   12.973   20.897 
672 1   -5.420   12.626   20.896 
673 1   -6.300   12.213   20.892 
674 1   -7.140   11.737   20.893 
675 2   -7.952   11.204   20.892 
676 1   -8.724   10.613   20.895 
677 1   -9.446    9.969   20.888 
678 1  -10.127    9.282   20.896 
679 1  -10.754    8.543   20.893 
680 1  -11.336    7.767   20.893 
681 1  -11.854    6.946   20.890 
682 1  -12.316    6.086   20.888 
683 1  -12.715    5.207   20.897 
684 1  -13.045    4.300   20.890 
685 1  -13.316    3.367   20.889 
686 2  -13.516    2.413   20.890 
687 1  -13.654    1.462   20.897 
688 1  -13.726    0.489   20.896 
689 1  -13.724   -0.482   20.896 
690 1  -13.659   -1.451   20.892 
691 2  -13.515   -2.410   20.896 
692 1  -13.315   -3.352   20.888 
693 1  -13.047   -4.291   20.895 
694 1  -12.711   -5.196   20.890 
695 1  -12.312   -6.075   20.896 
696 1  -11.851   -6.932   20.890 
697 1  -11.331   -7.756   20.895 
698 1  -10.760   -8.537   20.896 
699 1  -10.127   -9.271   20.896 
700 1   -9.451   -9.963   20.896 
701 1   -8.722  -10.605   20.895 
702 2   -7.956  -11.199   20.895 
703 1   -7.141  -11.722   20.892 
704 1   -6.301  -12.199   20.892 
705 1   -5.425  -12.614   20.890 
706 1   -4.515  -12.963   20.891 
707 2   -3.590  -13.258   20.888 
708 1   -2.647  -13.478   20.892 
709 1   -1.685  -13.630   20.893 
710 1   -0.721  -13.712   20.895 
711 1    0.251  -13.733   20.890 
712 2    1.215  -13.676   20.891 
713 1    2.183  -13.560   20.889 
714 1    3.134  -13.368   20.893 
715 1    4.062  -13.120   20.889 
716 1    4.980  -12.795   20.892 
717 2    5.867  -12.414   20.897 
718 1    6.733  -11.973   20.888 
719 1    7.566  -11.470   20.892 
720 1    8.354  -10.902   20.897 
721 1    9.100  -10.288   20.892 
722 1    9.801   -9.619   20.896 
723 2   10.463   -8.905   20.891 
724 1   11.062   -8.151   20.895 
725 1   11.609   -7.347   20.889 
726 1   12.096   -6.509   20.893 
727 1   12.533   -5.645   20.896 
728 2   12.897   -4.748   20.896 
729 1   13.201   -3.822   20.891 
730 1   13.435   -2.881   20.889 
731 1   13.609   -1.926   20.890 
732 1   13.708   -0.963   20.892 
733 1   14.543    0.008   20.347 
734 1   14.511    0.971   20.345 
735 1   14.415    1.945   20.341 
736 1   14.251    2.897   20.344 
737 1   14.021    3.843   20.341 
738 1   13.738    4.774   20.341 
739 1   13.388    5.684   20.342 
740 1   12.977    6.564   20.342 
741 1   12.515    7.414   20.345 
742 1   11.992    8.236   20.345 
743 1   11.419    9.017   20.340 
744 1   10.785    9.757   20.341 
745 1   10.113   10.450   20.341 
746 1    9.394   11.102   20.344 
747 1    8.633   11.710   20.348 
748 1    7.822   12.259   20.346 
749 1    6.988   12.756   20.348 
750 1    6.123   13.188   20.340 
751 1    5.231   13.570   20.347 
752 1    4.307   13.888   20.339 
753 1    3.372   14.144   20.339 
754 1    2.428   14.337   20.339 
755 1    1.458   14.474   20.339 
756 1    0.488   14.535   20.344 
757 1   -0.479   14.533   20.346 
758 1   -1.453   14.474   20.347 
759 1   -2.410   14.342   20.340 
760 1   -3.362   14.144   20.346 
761 1   -4.300   13.886   20.341 
762 1   -5.224   13.570   20.348 
763 1   -6.116   13.189   20.341 
764 1   -6.985   12.752   20.344 
765 1   -7.820   12.262   20.348 
766 1   -8.614   11.709   20.341 
