This File produces a vesicle with diameter =    50.000000

21702 atoms
3202 bonds
8346 ellipsoids

7 atom types
3 bond types

-35 35 xlo xhi
-35 35 ylo yhi
-35 35 zlo zhi


Atoms

114 1  -5.570231e+00 1.461506e+00 2.432663e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
115 1  -5.743103e+00 4.959829e-01 2.432828e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
116 1  -5.736369e+00 -4.839696e-01 2.432759e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
117 1  -5.573981e+00 -1.446658e+00 2.433028e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
118 1  -5.243632e+00 -2.373996e+00 2.433490e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
119 1  -4.775905e+00 -3.226062e+00 2.432705e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
120 1  -4.157937e+00 -3.989044e+00 2.433542e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
121 1  -3.427230e+00 -4.626898e+00 2.433548e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
122 1  -2.585984e+00 -5.147923e+00 2.432878e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
123 1  -1.688193e+00 -5.507176e+00 2.432648e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
124 1  -7.245590e-01 -5.717503e+00 2.433079e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
125 1  2.528634e-01 -5.754322e+00 2.433197e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
126 1  1.223337e+00 -5.629772e+00 2.433339e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
127 1  2.150510e+00 -5.342178e+00 2.432946e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
128 1  3.026837e+00 -4.906304e+00 2.432676e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
129 1  3.811651e+00 -4.318759e+00 2.433504e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
130 1  4.493686e+00 -3.614115e+00 2.433441e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
131 1  5.037587e+00 -2.810744e+00 2.432985e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
132 1  5.445169e+00 -1.917872e+00 2.433378e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
133 1  5.684285e+00 -9.652817e-01 2.433050e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
134 1  6.706953e+00 1.110872e-03 2.408945e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
135 1  6.634325e+00 9.840543e-01 2.408987e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
136 1  6.421417e+00 1.932530e+00 2.408673e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
137 1  6.079103e+00 2.853371e+00 2.408556e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
138 1  5.597181e+00 3.705845e+00 2.409038e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
139 1  4.998686e+00 4.481647e+00 2.409041e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
140 1  4.290019e+00 5.162573e+00 2.408662e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
141 1  3.501079e+00 5.724526e+00 2.409285e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
142 1  2.628310e+00 6.170495e+00 2.408543e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
143 1  1.699255e+00 6.494652e+00 2.409310e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
144 1  7.383916e-01 6.668828e+00 2.408816e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
145 1  -2.408371e-01 6.700929e+00 2.408727e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
146 1  -1.216991e+00 6.593684e+00 2.409180e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
147 1  -2.162293e+00 6.346382e+00 2.408692e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
148 1  -3.064264e+00 5.964110e+00 2.408953e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
149 1  -3.899127e+00 5.462276e+00 2.408656e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
150 1  -4.650893e+00 4.829320e+00 2.408484e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
151 1  -5.302269e+00 4.103492e+00 2.409255e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
152 1  -5.845998e+00 3.289734e+00 2.408543e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
153 1  -6.252911e+00 2.397436e+00 2.408969e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
154 1  -6.534473e+00 1.464992e+00 2.409052e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
155 1  -6.681521e+00 4.933915e-01 2.408428e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
156 1  -6.681538e+00 -4.862776e-01 2.408591e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
157 1  -6.540543e+00 -1.451182e+00 2.408437e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
158 1  -6.252938e+00 -2.391070e+00 2.409180e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
159 1  -5.842802e+00 -3.280018e+00 2.409131e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
160 1  -5.305330e+00 -4.087716e+00 2.408784e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
161 1  -4.645490e+00 -4.821277e+00 2.409098e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
162 1  -3.897068e+00 -5.447473e+00 2.408518e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
163 1  -3.063080e+00 -5.959180e+00 2.409250e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
164 1  -2.160653e+00 -6.343258e+00 2.408850e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
165 1  -1.216786e+00 -6.584165e+00 2.408529e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
166 1  -2.435354e-01 -6.697164e+00 2.408525e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
167 1  7.426796e-01 -6.658709e+00 2.408534e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
168 1  1.705306e+00 -6.480801e+00 2.409046e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
169 1  2.627841e+00 -6.160658e+00 2.408628e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
170 1  3.493146e+00 -5.720061e+00 2.408850e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
171 1  4.290917e+00 -5.150596e+00 2.409236e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
172 1  4.996719e+00 -4.470816e+00 2.408756e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
173 1  5.599596e+00 -3.693652e+00 2.408701e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
174 1  6.070565e+00 -2.841910e+00 2.409246e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
175 1  6.420487e+00 -1.929050e+00 2.408634e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
176 1  6.634560e+00 -9.693943e-01 2.409082e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
177 1  7.639641e+00 2.612943e-03 2.381196e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
178 1  7.577799e+00 9.857204e-01 2.381183e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
179 1  7.389984e+00 1.941159e+00 2.380934e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
180 1  7.079804e+00 2.868747e+00 2.380765e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
181 1  6.656376e+00 3.751399e+00 2.380750e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
182 1  6.120274e+00 4.571598e+00 2.381462e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
183 1  5.490715e+00 5.318319e+00 2.381094e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
184 1  4.761081e+00 5.976645e+00 2.380851e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
185 1  3.963836e+00 6.529033e+00 2.381401e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
186 1  3.091607e+00 6.980740e+00 2.381302e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
187 1  2.175527e+00 7.320787e+00 2.380781e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
188 1  1.224506e+00 7.541380e+00 2.380761e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
189 1  2.524568e-01 7.633016e+00 2.381288e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
190 1  -7.321469e-01 7.607133e+00 2.381278e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
191 1  -1.689242e+00 7.442341e+00 2.381264e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
192 1  -2.628466e+00 7.173410e+00 2.380807e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
193 1  -3.525756e+00 6.774215e+00 2.381442e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
194 1  -4.362694e+00 6.266669e+00 2.381233e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
195 1  -5.127306e+00 5.652132e+00 2.381552e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
196 1  -5.809168e+00 4.948315e+00 2.381281e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
197 1  -6.392167e+00 4.169874e+00 2.380869e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
198 1  -6.872123e+00 3.312199e+00 2.380666e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
199 1  -7.236109e+00 2.412384e+00 2.380657e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
200 1  -7.484440e+00 1.461283e+00 2.381338e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
201 1  -7.611024e+00 4.916095e-01 2.380863e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
202 1  -7.613681e+00 -4.794717e-01 2.380765e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
203 1  -7.484272e+00 -1.457324e+00 2.380664e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
204 1  -7.238957e+00 -2.397284e+00 2.381429e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
205 1  -6.873723e+00 -3.311499e+00 2.381460e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
206 1  -6.387862e+00 -4.161058e+00 2.380849e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
207 1  -5.803472e+00 -4.938354e+00 2.381368e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
208 1  -5.126272e+00 -5.647983e+00 2.380902e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
209 1  -4.360828e+00 -6.259279e+00 2.380958e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
210 1  -3.524754e+00 -6.761472e+00 2.380949e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
211 1  -2.634146e+00 -7.157017e+00 2.380686e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
212 1  -1.695523e+00 -7.433027e+00 2.380697e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
213 1  -7.282489e-01 -7.588905e+00 2.381115e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
214 1  2.469594e-01 -7.628696e+00 2.380996e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
215 1  1.226693e+00 -7.527711e+00 2.381036e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
216 1  2.173789e+00 -7.309066e+00 2.381239e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
217 1  3.092031e+00 -6.975031e+00 2.381283e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
218 1  3.958675e+00 -6.526682e+00 2.381255e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
219 1  4.761468e+00 -5.966930e+00 2.380960e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
220 1  5.487625e+00 -5.308247e+00 2.381364e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
221 1  6.120421e+00 -4.557684e+00 2.381315e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
222 1  6.660140e+00 -3.741648e+00 2.381206e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
223 1  7.079597e+00 -2.856199e+00 2.381502e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
224 1  7.385355e+00 -1.934704e+00 2.381577e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
225 1  7.579531e+00 -9.687764e-01 2.381480e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
226 1  8.560301e+00 1.498917e-03 2.349552e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
227 1  8.499158e+00 9.830683e-01 2.349895e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
228 1  8.329404e+00 1.942115e+00 2.350137e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
229 1  8.055824e+00 2.883003e+00 2.349917e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
230 1  7.677296e+00 3.773418e+00 2.350231e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
231 2  7.199090e+00 4.632090e+00 2.349731e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
232 1  6.621923e+00 5.416169e+00 2.349504e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
233 1  5.965196e+00 6.132507e+00 2.349925e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
234 1  5.228459e+00 6.780822e+00 2.350227e+01  1 2.387324e-01 5.235988e-01 2.387324e-01 0 
