Soft_Ball_V17.data

{} atoms
{} atom types
1 bond types
{} angle types
{} dihedral types
0.0 100 xlo xhi
0.0 100 ylo yhi
0.0 100 zlo zhi

Atoms

1 1 1 31 46 49 
2 1 1 31 46 50 
3 1 1 31 46 51 
4 1 1 31 47 47 
5 1 1 31 47 48 
6 1 1 31 47 49 
7 1 1 31 47 50 
8 1 1 31 47 51 
9 1 1 31 47 52 
10 1 1 31 47 53 
11 1 1 31 48 47 
12 1 1 31 48 48 
13 1 1 31 48 49 
14 1 1 31 48 50 
15 1 1 31 48 51 
16 1 1 31 48 52 
17 1 1 31 48 53 
18 1 1 31 49 46 
19 1 1 31 49 47 
20 1 1 31 49 48 
21 1 1 31 49 49 
22 1 1 31 49 50 
23 1 1 31 49 51 
24 1 1 31 49 52 
25 1 1 31 49 53 
26 1 1 31 49 54 
27 1 1 31 50 46 
28 1 1 31 50 47 
29 1 1 31 50 48 
30 1 1 31 50 49 
31 1 1 31 50 50 
32 1 1 31 50 51 
33 1 1 31 50 52 
34 1 1 31 50 53 
35 1 1 31 50 54 
36 1 1 31 51 46 
37 1 1 31 51 47 
38 1 1 31 51 48 
39 1 1 31 51 49 
40 1 1 31 51 50 
41 1 1 31 51 51 
42 1 1 31 51 52 
43 1 1 31 51 53 
44 1 1 31 51 54 
45 1 1 31 52 47 
46 1 1 31 52 48 
47 1 1 31 52 49 
48 1 1 31 52 50 
49 1 1 31 52 51 
50 1 1 31 52 52 
51 1 1 31 52 53 
52 1 1 31 53 47 
53 1 1 31 53 48 
54 1 1 31 53 49 
55 1 1 31 53 50 
56 1 1 31 53 51 
57 1 1 31 53 52 
58 1 1 31 53 53 
59 1 1 31 54 49 
60 1 1 31 54 50 
61 1 1 31 54 51 
62 1 1 32 43 48 
63 1 1 32 43 49 
64 1 1 32 43 50 
65 1 1 32 43 51 
66 1 1 32 43 52 
67 1 1 32 44 46 
68 1 1 32 44 47 
69 1 1 32 44 48 
70 1 1 32 44 49 
71 1 1 32 44 50 
72 1 1 32 44 51 
73 1 1 32 44 52 
74 1 1 32 44 53 
75 1 1 32 44 54 
76 1 1 32 45 45 
77 1 1 32 45 46 
78 1 1 32 45 47 
79 1 1 32 45 48 
80 1 1 32 45 49 
81 1 1 32 45 50 
82 1 1 32 45 51 
83 1 1 32 45 52 
84 1 1 32 45 53 
85 1 1 32 45 54 
86 1 1 32 45 55 
87 1 1 32 46 44 
88 1 1 32 46 45 
89 1 1 32 46 46 
90 1 1 32 46 47 
91 1 1 32 46 48 
92 1 1 32 46 49 
93 1 1 32 46 50 
94 1 1 32 46 51 
95 1 1 32 46 52 
96 1 1 32 46 53 
97 1 1 32 46 54 
98 1 1 32 46 55 
99 1 1 32 46 56 
100 1 1 32 47 44 
101 1 1 32 47 45 
102 1 1 32 47 46 
103 1 1 32 47 47 
104 1 1 32 47 48 
105 1 1 32 47 49 
106 1 1 32 47 50 
107 1 1 32 47 51 
108 1 1 32 47 52 
109 1 1 32 47 53 
110 1 1 32 47 54 
111 1 1 32 47 55 
112 1 1 32 47 56 
113 1 1 32 48 43 
114 1 1 32 48 44 
115 1 1 32 48 45 
116 1 1 32 48 46 
117 1 1 32 48 47 
118 1 1 32 48 48 
119 1 1 32 48 49 
120 1 1 32 48 50 
121 1 1 32 48 51 
122 1 1 32 48 52 
123 1 1 32 48 53 
124 1 1 32 48 54 
125 1 1 32 48 55 
126 1 1 32 48 56 
127 1 1 32 48 57 
128 1 1 32 49 43 
129 1 1 32 49 44 
130 1 1 32 49 45 
131 1 1 32 49 46 
132 1 1 32 49 47 
133 1 1 32 49 48 
134 1 1 32 49 49 
135 1 1 32 49 50 
136 1 1 32 49 51 
137 1 1 32 49 52 
138 1 1 32 49 53 
139 1 1 32 49 54 
140 1 1 32 49 55 
141 1 1 32 49 56 
142 1 1 32 49 57 
143 1 1 32 50 43 
144 1 1 32 50 44 
145 1 1 32 50 45 
146 1 1 32 50 46 
147 1 1 32 50 47 
148 1 1 32 50 48 
149 1 1 32 50 49 
150 1 1 32 50 50 
151 1 1 32 50 51 
152 1 1 32 50 52 
153 1 1 32 50 53 
154 1 1 32 50 54 
155 1 1 32 50 55 
156 1 1 32 50 56 
157 1 1 32 50 57 
158 1 1 32 51 43 
159 1 1 32 51 44 
160 1 1 32 51 45 
161 1 1 32 51 46 
162 1 1 32 51 47 
163 1 1 32 51 48 
164 1 1 32 51 49 
165 1 1 32 51 50 
166 1 1 32 51 51 
167 1 1 32 51 52 
168 1 1 32 51 53 
169 1 1 32 51 54 
170 1 1 32 51 55 
171 1 1 32 51 56 
172 1 1 32 51 57 
173 1 1 32 52 43 
174 1 1 32 52 44 
175 1 1 32 52 45 
176 1 1 32 52 46 
177 1 1 32 52 47 
178 1 1 32 52 48 
179 1 1 32 52 49 
180 1 1 32 52 50 
181 1 1 32 52 51 
182 1 1 32 52 52 
183 1 1 32 52 53 
184 1 1 32 52 54 
185 1 1 32 52 55 
186 1 1 32 52 56 
187 1 1 32 52 57 
188 1 1 32 53 44 
189 1 1 32 53 45 
190 1 1 32 53 46 
191 1 1 32 53 47 
192 1 1 32 53 48 
193 1 1 32 53 49 
194 1 1 32 53 50 
195 1 1 32 53 51 
196 1 1 32 53 52 
197 1 1 32 53 53 
198 1 1 32 53 54 
199 1 1 32 53 55 
200 1 1 32 53 56 
201 1 1 32 54 44 
202 1 1 32 54 45 
203 1 1 32 54 46 
204 1 1 32 54 47 
205 1 1 32 54 48 
206 1 1 32 54 49 
207 1 1 32 54 50 
208 1 1 32 54 51 
209 1 1 32 54 52 
210 1 1 32 54 53 
211 1 1 32 54 54 
212 1 1 32 54 55 
213 1 1 32 54 56 
214 1 1 32 55 45 
215 1 1 32 55 46 
216 1 1 32 55 47 
217 1 1 32 55 48 
218 1 1 32 55 49 
219 1 1 32 55 50 
220 1 1 32 55 51 
221 1 1 32 55 52 
222 1 1 32 55 53 
223 1 1 32 55 54 
224 1 1 32 55 55 
225 1 1 32 56 46 
226 1 1 32 56 47 
227 1 1 32 56 48 
228 1 1 32 56 49 
229 1 1 32 56 50 
230 1 1 32 56 51 
231 1 1 32 56 52 
232 1 1 32 56 53 
233 1 1 32 56 54 
234 1 1 32 57 48 
235 1 1 32 57 49 
236 1 1 32 57 50 
237 1 1 32 57 51 
238 1 1 32 57 52 
239 1 1 33 41 47 
240 1 1 33 41 48 
241 1 1 33 41 49 
242 1 1 33 41 50 
243 1 1 33 41 51 
244 1 1 33 41 52 
245 1 1 33 41 53 
246 1 1 33 42 45 
247 1 1 33 42 46 
248 1 1 33 42 47 
249 1 1 33 42 48 
250 1 1 33 42 49 
251 1 1 33 42 50 
252 1 1 33 42 51 
253 1 1 33 42 52 
254 1 1 33 42 53 
255 1 1 33 42 54 
256 1 1 33 42 55 
257 1 1 33 43 44 
258 1 1 33 43 45 
259 1 1 33 43 46 
260 1 1 33 43 47 
261 1 1 33 43 48 
262 1 1 33 43 49 
263 1 1 33 43 50 
264 1 1 33 43 51 
265 1 1 33 43 52 
266 1 1 33 43 53 
267 1 1 33 43 54 
268 1 1 33 43 55 
269 1 1 33 43 56 
270 1 1 33 44 43 
271 1 1 33 44 44 
272 1 1 33 44 45 
273 1 1 33 44 46 
274 1 1 33 44 47 
275 1 1 33 44 48 
276 1 1 33 44 49 
277 1 1 33 44 50 
278 1 1 33 44 51 
279 1 1 33 44 52 
280 1 1 33 44 53 
281 1 1 33 44 54 
282 1 1 33 44 55 
283 1 1 33 44 56 
284 1 1 33 44 57 
285 1 1 33 45 42 
286 1 1 33 45 43 
287 1 1 33 45 44 
288 1 1 33 45 45 
